Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-05 17:02:00,17:02:00,CNR8230209523,Success,CID376834,eBike,Harjinder Nagar,Naubasta,63.0,140.0,N/A,N/A,No,N/A,995,Cash,34,3.4,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 19:28:00,19:28:00,CNR7432154096,Success,CID602036,Prime SUV,Civil Lines,Civil Lines,217.0,30.0,N/A,N/A,No,N/A,558,Cash,26,3.2,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-12 19:05:00,19:05:00,CNR2718744503,Success,CID505622,Bike,Govind Nagar,Rail Bazaar,133.0,135.0,N/A,N/A,No,N/A,892,UPI,21,4.5,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-08 14:57:00,14:57:00,CNR5475345020,Success,CID127178,Bike,Barra,Juhi,266.0,120.0,N/A,N/A,Yes,Other Issue,360,Cash,12,3.6,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-25 12:09:00,12:09:00,CNR3445389837,Success,CID453622,eBike,Rail Bazaar,Juhi,231.0,60.0,N/A,N/A,No,N/A,805,UPI,8,3.2,4.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-03 05:47:00,05:47:00,CNR1476989688,Canceled by Driver,CID113867,Prime SUV,Govind Nagar,Phool Bagh,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,169,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-17 17:25:00,17:25:00,CNR4746450181,Success,CID121408,Prime Sedan,Chunniganj,Gumti No 5,63.0,85.0,N/A,N/A,No,N/A,330,UPI,18,4.3,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 19:03:00,19:03:00,CNR3531470040,Canceled by Driver,CID205465,eBike,Gumti No 5,Saket Nagar,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,417,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-17 07:01:00,07:01:00,CNR8078490768,Success,CID865529,Bike,Juhi,Harjinder Nagar,301.0,135.0,N/A,N/A,No,N/A,146,Cash,3,4.2,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-11 03:01:00,03:01:00,CNR8639823212,Canceled by Driver,CID415547,Prime Sedan,Kakadeo,Mall Road,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,2751,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-16 20:44:00,20:44:00,CNR9559606339,Success,CID261373,Prime Plus,Krishna Nagar,Mall Road,56.0,50.0,N/A,N/A,No,N/A,289,UPI,41,3.4,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-20 12:58:00,12:58:00,CNR9684031781,Canceled by Customer,CID179589,eBike,Parade,Kakadeo,0.0,0.0,Wrong Address,N/A,N/A,N/A,324,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-10 03:36:00,03:36:00,CNR2578767835,Canceled by Customer,CID569008,Mini,Swaroop Nagar,Ratan Lal Nagar,0.0,0.0,AC is Not working,N/A,N/A,N/A,192,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-29 09:32:00,09:32:00,CNR7792437684,Driver Not Found,CID840722,eBike,Juhi,Kakadeo,0.0,0.0,N/A,N/A,N/A,N/A,375,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 04:23:00,04:23:00,CNR3116957134,Canceled by Customer,CID845321,Bike,Colonelganj,Birhana Road,0.0,0.0,AC is Not working,N/A,N/A,N/A,433,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-26 17:35:00,17:35:00,CNR2668102682,Driver Not Found,CID529441,Prime SUV,Saket Nagar,Barra,0.0,0.0,N/A,N/A,N/A,N/A,379,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-01 10:38:00,10:38:00,CNR8646481469,Canceled by Driver,CID331554,Prime Sedan,Ratan Lal Nagar,Parade,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,126,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-29 23:18:00,23:18:00,CNR4207232399,Success,CID756372,Bike,Ratan Lal Nagar,Mall Road,280.0,85.0,N/A,N/A,No,N/A,106,Cash,47,3.5,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-15 13:36:00,13:36:00,CNR4991742072,Success,CID980112,Auto,Lakhanpur,Sisamau,91.0,35.0,N/A,N/A,No,N/A,483,UPI,2,3.3,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-30 09:45:00,09:45:00,CNR5094388362,Success,CID127634,Prime Plus,Gumti No 5,Phool Bagh,252.0,75.0,N/A,N/A,No,N/A,298,UPI,19,3.3,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-15 13:58:00,13:58:00,CNR5328712039,Success,CID158200,Prime Plus,Chunniganj,Swaroop Nagar,70.0,115.0,N/A,N/A,No,N/A,227,Cash,7,4.4,3.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-08 17:01:00,17:01:00,CNR4026283559,Success,CID610078,eBike,Swaroop Nagar,Swaroop Nagar,98.0,130.0,N/A,N/A,Yes,Vehicle Breakdown,417,UPI,31,3.8,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-23 09:44:00,09:44:00,CNR9011240445,Canceled by Driver,CID730225,Prime Sedan,Arya Nagar,Lakhanpur,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,178,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-07 03:48:00,03:48:00,CNR8580290923,Success,CID294927,eBike,Vijay Nagar,Kakadeo,266.0,50.0,N/A,N/A,No,N/A,282,UPI,13,4.7,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-14 09:01:00,09:01:00,CNR1073509432,Success,CID614290,Mini,Shastri Nagar,Rail Bazaar,224.0,65.0,N/A,N/A,No,N/A,557,Cash,17,4.9,4.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-12 21:44:00,21:44:00,CNR1169546714,Canceled by Customer,CID858012,Prime Plus,Harjinder Nagar,Shastri Nagar,0.0,0.0,Change of plans,N/A,N/A,N/A,799,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-20 21:49:00,21:49:00,CNR7083012618,Success,CID434972,Bike,Birhana Road,Barra,126.0,105.0,N/A,N/A,No,N/A,825,Cash,44,5.0,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-06 17:12:00,17:12:00,CNR8160261382,Driver Not Found,CID822774,Auto,Mall Road,Colonelganj,0.0,0.0,N/A,N/A,N/A,N/A,106,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-27 08:33:00,08:33:00,CNR3518399672,Success,CID211934,Prime SUV,Ratan Lal Nagar,Tilak Nagar,133.0,125.0,N/A,N/A,No,N/A,520,Cash,23,4.9,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-30 23:18:00,23:18:00,CNR3337793855,Success,CID655406,Prime Plus,Kidwai Nagar,Arya Nagar,63.0,105.0,N/A,N/A,No,N/A,469,UPI,21,3.3,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-23 23:50:00,23:50:00,CNR6188094638,Success,CID576810,Bike,Ashok Nagar,Lakhanpur,259.0,70.0,N/A,N/A,No,N/A,167,UPI,5,4.0,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-14 06:01:00,06:01:00,CNR2267369294,Canceled by Driver,CID881141,Prime Plus,Govind Nagar,Colonelganj,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,363,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-29 03:15:00,03:15:00,CNR9567215947,Driver Not Found,CID505607,Auto,Ashok Nagar,Govind Nagar,0.0,0.0,N/A,N/A,N/A,N/A,203,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-23 01:51:00,01:51:00,CNR7555843149,Canceled by Customer,CID891672,Prime Plus,Nawabganj,Krishna Nagar,0.0,0.0,Driver asked to cancel,N/A,N/A,N/A,201,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-03 08:03:00,08:03:00,CNR9058126747,Success,CID143820,Mini,Naubasta,Nawabganj,287.0,95.0,N/A,N/A,No,N/A,192,Cash,19,3.2,3.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-16 17:51:00,17:51:00,CNR1078594593,Driver Not Found,CID702403,Bike,Saket Nagar,Gumti No 5,0.0,0.0,N/A,N/A,N/A,N/A,1275,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-19 10:57:00,10:57:00,CNR1864683151,Success,CID458622,Bike,Parade,Krishna Nagar,147.0,55.0,N/A,N/A,No,N/A,297,Cash,5,4.7,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-03 08:31:00,08:31:00,CNR4030602131,Success,CID174444,Prime Sedan,Rail Bazaar,Harjinder Nagar,210.0,120.0,N/A,N/A,Yes,Other Issue,486,Cash,47,3.0,4.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-01 02:03:00,02:03:00,CNR8970295909,Success,CID171254,Mini,Birhana Road,Kidwai Nagar,42.0,95.0,N/A,N/A,No,N/A,2303,UPI,47,4.2,4.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 14:06:00,14:06:00,CNR5010675215,Success,CID525737,Bike,Govind Nagar,Colonelganj,70.0,65.0,N/A,N/A,No,N/A,234,UPI,13,3.7,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-10 21:21:00,21:21:00,CNR8793787845,Success,CID690472,Auto,Birhana Road,Tilak Nagar,259.0,40.0,N/A,N/A,No,N/A,470,UPI,19,3.4,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-22 02:15:00,02:15:00,CNR3183249496,Canceled by Driver,CID958545,Mini,Juhi,Arya Nagar,0.0,0.0,N/A,Customer related issue,N/A,N/A,257,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-21 01:54:00,01:54:00,CNR6186534313,Canceled by Customer,CID527820,Prime Sedan,Krishna Nagar,Gumti No 5,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,374,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-01 16:56:00,16:56:00,CNR9011458811,Canceled by Driver,CID275922,Mini,Swaroop Nagar,Gumti No 5,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,144,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 16:30:00,16:30:00,CNR6538915597,Success,CID355295,Mini,Gumti No 5,Kalyanpur,266.0,80.0,N/A,N/A,No,N/A,341,Cash,28,3.4,4.1,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-28 22:16:00,22:16:00,CNR1002400486,Success,CID322457,eBike,Birhana Road,Swaroop Nagar,98.0,95.0,N/A,N/A,No,N/A,502,UPI,2,3.6,3.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-14 19:53:00,19:53:00,CNR4813625260,Success,CID885290,eBike,Civil Lines,Tilak Nagar,175.0,60.0,N/A,N/A,No,N/A,346,UPI,21,4.0,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-10 17:00:00,17:00:00,CNR9783634369,Success,CID392023,Auto,Barra,Lakhanpur,140.0,130.0,N/A,N/A,No,N/A,117,Cash,6,3.1,3.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-17 00:25:00,00:25:00,CNR2938062506,Canceled by Customer,CID156312,Prime Sedan,Arya Nagar,Colonelganj,0.0,0.0,Driver asked to cancel,N/A,N/A,N/A,514,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-07 05:43:00,05:43:00,CNR5751872617,Success,CID621327,Prime SUV,Nawabganj,Ashok Nagar,133.0,55.0,N/A,N/A,No,N/A,623,Cash,42,4.6,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-27 15:13:00,15:13:00,CNR4612164217,Success,CID455887,Auto,Ratan Lal Nagar,Naubasta,259.0,140.0,N/A,N/A,No,N/A,642,Cash,16,4.3,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-24 04:59:00,04:59:00,CNR7840986450,Success,CID274903,Bike,Rail Bazaar,Shastri Nagar,119.0,90.0,N/A,N/A,No,N/A,825,UPI,40,3.3,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 06:52:00,06:52:00,CNR3022863980,Success,CID420135,Prime Sedan,Vijay Nagar,Civil Lines,210.0,130.0,N/A,N/A,No,N/A,725,UPI,25,3.2,4.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-19 16:01:00,16:01:00,CNR7678599044,Success,CID137590,Prime SUV,Chunniganj,Mall Road,70.0,55.0,N/A,N/A,No,N/A,363,Cash,37,4.1,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-18 20:27:00,20:27:00,CNR4525009277,Canceled by Driver,CID868973,Auto,Panki,Rail Bazaar,0.0,0.0,N/A,Customer related issue,N/A,N/A,273,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-30 05:09:00,05:09:00,CNR7400147191,Canceled by Customer,CID630077,Prime Plus,Ratan Lal Nagar,Lakhanpur,0.0,0.0,Wrong Address,N/A,N/A,N/A,829,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-25 17:43:00,17:43:00,CNR3883455146,Success,CID769629,Auto,Saket Nagar,Ashok Nagar,98.0,40.0,N/A,N/A,No,N/A,321,UPI,14,3.6,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 01:57:00,01:57:00,CNR8687133568,Driver Not Found,CID717238,Prime Sedan,Civil Lines,Lakhanpur,0.0,0.0,N/A,N/A,N/A,N/A,208,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 02:38:00,02:38:00,CNR5032850369,Success,CID323452,Prime Plus,Tilak Nagar,Gumti No 5,224.0,100.0,N/A,N/A,No,N/A,942,Cash,18,4.8,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-13 11:05:00,11:05:00,CNR8288888891,Driver Not Found,CID427492,Prime SUV,Tilak Nagar,Nawabganj,0.0,0.0,N/A,N/A,N/A,N/A,868,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-18 03:02:00,03:02:00,CNR7897965716,Success,CID189320,Prime Sedan,Swaroop Nagar,Gumti No 5,294.0,95.0,N/A,N/A,No,N/A,709,Cash,5,4.1,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-04 06:19:00,06:19:00,CNR6765539373,Success,CID332401,eBike,Krishna Nagar,Mall Road,238.0,145.0,N/A,N/A,No,N/A,255,Cash,30,3.8,3.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-03 15:42:00,15:42:00,CNR2898114597,Success,CID795874,Prime Plus,Juhi,Gumti No 5,42.0,120.0,N/A,N/A,No,N/A,1260,UPI,18,3.6,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-11 07:44:00,07:44:00,CNR7267742964,Success,CID660311,eBike,Birhana Road,Tilak Nagar,126.0,35.0,N/A,N/A,No,N/A,154,Cash,37,4.2,4.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-11 22:04:00,22:04:00,CNR3070985317,Canceled by Driver,CID249607,Auto,Ashok Nagar,Krishna Nagar,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,141,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-20 16:57:00,16:57:00,CNR3007415639,Canceled by Driver,CID997469,Auto,Vijay Nagar,Krishna Nagar,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,282,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-02 21:21:00,21:21:00,CNR9477338620,Success,CID120821,Prime Plus,Shastri Nagar,Lakhanpur,56.0,115.0,N/A,N/A,No,N/A,348,Cash,45,3.5,4.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-02 07:22:00,07:22:00,CNR5715734052,Success,CID128590,Bike,Ratan Lal Nagar,Krishna Nagar,105.0,30.0,N/A,N/A,No,N/A,623,Cash,34,4.6,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-02 15:50:00,15:50:00,CNR1482321498,Success,CID592528,Mini,Chunniganj,Tilak Nagar,259.0,55.0,N/A,N/A,No,N/A,224,UPI,8,3.4,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-23 00:43:00,00:43:00,CNR4735130211,Canceled by Driver,CID920189,Bike,Ratan Lal Nagar,Vijay Nagar,0.0,0.0,N/A,Customer related issue,N/A,N/A,433,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-19 23:02:00,23:02:00,CNR8391351352,Canceled by Driver,CID780452,Prime SUV,Ashok Nagar,Swaroop Nagar,0.0,0.0,N/A,Personal & Car related issue,N/A,N/A,143,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-26 23:09:00,23:09:00,CNR9984297305,Canceled by Driver,CID476121,eBike,Ashok Nagar,Parade,0.0,0.0,N/A,Customer related issue,N/A,N/A,209,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-20 05:23:00,05:23:00,CNR3702388119,Success,CID496623,eBike,Sisamau,Sisamau,182.0,110.0,N/A,N/A,No,N/A,2689,UPI,46,3.2,4.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-26 04:49:00,04:49:00,CNR2401353351,Success,CID921065,Auto,Saket Nagar,Lakhanpur,56.0,80.0,N/A,N/A,No,N/A,309,Cash,2,4.5,3.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-05 14:57:00,14:57:00,CNR5118480718,Driver Not Found,CID338855,Prime Sedan,Naubasta,Barra,0.0,0.0,N/A,N/A,N/A,N/A,101,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-05 22:19:00,22:19:00,CNR7396694102,Success,CID488781,Bike,Saket Nagar,Vijay Nagar,84.0,145.0,N/A,N/A,No,N/A,137,Cash,49,5.0,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-16 12:10:00,12:10:00,CNR7774832874,Canceled by Customer,CID200225,Prime Plus,Phool Bagh,Kakadeo,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,1566,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-13 13:40:00,13:40:00,CNR9936733477,Success,CID671682,Prime Sedan,Naubasta,Lakhanpur,224.0,80.0,N/A,N/A,No,N/A,294,UPI,2,3.0,4.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-05 21:07:00,21:07:00,CNR7685174428,Driver Not Found,CID540613,eBike,Kakadeo,Krishna Nagar,0.0,0.0,N/A,N/A,N/A,N/A,148,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-26 21:47:00,21:47:00,CNR9226221569,Success,CID784545,Bike,Ashok Nagar,Mall Road,98.0,30.0,N/A,N/A,No,N/A,913,Cash,23,3.1,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-30 13:39:00,13:39:00,CNR2943354448,Driver Not Found,CID564676,Prime Sedan,Saket Nagar,Govind Nagar,0.0,0.0,N/A,N/A,N/A,N/A,383,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-18 03:11:00,03:11:00,CNR4526130820,Canceled by Customer,CID287093,eBike,Rail Bazaar,Swaroop Nagar,0.0,0.0,AC is Not working,N/A,N/A,N/A,333,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-13 15:13:00,15:13:00,CNR4376505535,Success,CID500704,Prime Plus,Nawabganj,Phool Bagh,175.0,30.0,N/A,N/A,No,N/A,392,Cash,44,3.2,4.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-12 13:34:00,13:34:00,CNR2075186535,Success,CID698854,Bike,Mall Road,Panki,133.0,90.0,N/A,N/A,No,N/A,136,UPI,33,3.5,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-15 01:04:00,01:04:00,CNR8128334773,Success,CID640901,eBike,Govind Nagar,Kakadeo,119.0,35.0,N/A,N/A,No,N/A,234,Cash,29,4.7,3.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-01 02:28:00,02:28:00,CNR8951811839,Canceled by Driver,CID853488,Prime Sedan,Kidwai Nagar,Tilak Nagar,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,275,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-04 10:17:00,10:17:00,CNR4469634099,Canceled by Customer,CID566724,Prime Plus,Harjinder Nagar,Gumti No 5,0.0,0.0,Wrong Address,N/A,N/A,N/A,265,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-21 18:15:00,18:15:00,CNR6400183837,Driver Not Found,CID988024,Prime Plus,Nawabganj,Colonelganj,0.0,0.0,N/A,N/A,N/A,N/A,473,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-09 11:10:00,11:10:00,CNR8664973762,Canceled by Customer,CID941035,Prime SUV,Chunniganj,Saket Nagar,0.0,0.0,Change of plans,N/A,N/A,N/A,853,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-29 08:26:00,08:26:00,CNR7598020866,Success,CID267860,Bike,Ashok Nagar,Birhana Road,252.0,125.0,N/A,N/A,No,N/A,426,Cash,39,4.1,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-10 12:59:00,12:59:00,CNR9257795422,Success,CID836164,Prime Plus,Juhi,Panki,252.0,120.0,N/A,N/A,No,N/A,484,Cash,47,3.8,3.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-21 02:19:00,02:19:00,CNR6904898143,Success,CID744328,Mini,Vijay Nagar,Gumti No 5,203.0,115.0,N/A,N/A,No,N/A,691,UPI,17,3.2,3.1,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-02 16:22:00,16:22:00,CNR3063198837,Canceled by Driver,CID616975,Prime Sedan,Arya Nagar,Saket Nagar,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,159,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-30 06:47:00,06:47:00,CNR2960292921,Canceled by Driver,CID598591,Prime Plus,Kidwai Nagar,Harjinder Nagar,0.0,0.0,N/A,Customer was coughing/sick,N/A,N/A,280,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-05 09:26:00,09:26:00,CNR6544389495,Success,CID299901,Bike,Harjinder Nagar,Colonelganj,161.0,115.0,N/A,N/A,No,N/A,268,Cash,12,3.6,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 00:12:00,00:12:00,CNR2565337051,Canceled by Driver,CID629737,eBike,Panki,Gumti No 5,0.0,0.0,N/A,More than permitted people in there,N/A,N/A,493,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-14 06:57:00,06:57:00,CNR4169880183,Success,CID370354,Mini,Ratan Lal Nagar,Tilak Nagar,42.0,105.0,N/A,N/A,No,N/A,656,UPI,37,4.1,4.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-11 15:57:00,15:57:00,CNR3355357536,Success,CID789944,Mini,Phool Bagh,Kalyanpur,231.0,130.0,N/A,N/A,No,N/A,393,UPI,13,3.4,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-20 22:00:00,22:00:00,CNR5264777773,Success,CID542804,eBike,Sisamau,Swaroop Nagar,77.0,80.0,N/A,N/A,No,N/A,1774,UPI,20,3.8,3.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-16 08:50:00,08:50:00,CNR9213615551,Success,CID169062,Prime Sedan,Parade,Kalyanpur,112.0,90.0,N/A,N/A,No,N/A,241,UPI,13,4.2,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-05 21:04:00,21:04:00,CNR7637493235,Canceled by Customer,CID463295,eBike,Shastri Nagar,Nawabganj,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,359,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-30 11:18:00,11:18:00,CNR5271708552,Success,CID873950,eBike,Vijay Nagar,Gumti No 5,140.0,110.0,N/A,N/A,No,N/A,2094,Cash,14,4.5,3.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-09 16:33:00,16:33:00,CNR4180712091,Success,CID909728,eBike,Birhana Road,Kalyanpur,252.0,75.0,N/A,N/A,No,N/A,766,Cash,3,3.1,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-14 16:00:00,16:00:00,CNR3350613641,Canceled by Customer,CID448443,Auto,Kalyanpur,Juhi,0.0,0.0,Driver is not moving towards pickup location,N/A,N/A,N/A,735,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-06 04:04:00,04:04:00,CNR8263822237,Success,CID364438,Prime Sedan,Mall Road,Parade,196.0,100.0,N/A,N/A,No,N/A,827,UPI,45,5.0,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-03 01:43:00,01:43:00,CNR7719497241,Driver Not Found,CID188699,Mini,Ashok Nagar,Ashok Nagar,0.0,0.0,N/A,N/A,N/A,N/A,609,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-25 03:43:00,03:43:00,CNR5599999670,Canceled by Customer,CID442264,Auto,Panki,Phool Bagh,0.0,0.0,Driver asked to cancel,N/A,N/A,N/A,137,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-27 08:58:00,08:58:00,CNR1481247340,Driver Not Found,CID907766,eBike,Naubasta,Parade,0.0,0.0,N/A,N/A,N/A,N/A,244,N/A,0,0.0,0.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
